Date,AMZN,AAPL,META,MSFT,NVDA, SP500 
02/04/2020,95.94,61.23,158.19,155.26,6.39,2526.9
03/04/2020,95.33,60.35,154.18,153.83,6.1,2488.7
06/04/2020,99.88,65.62,165.55,165.27,6.71,2663.7
07/04/2020,100.58,64.86,168.83,163.49,6.48,2659.4
08/04/2020,102.15,66.52,174.28,165.13,6.67,2750
09/04/2020,102.14,67,175.19,165.14,6.57,2789.8
13/04/2020,108.44,68.31,174.79,165.51,6.75,2761.6
14/04/2020,114.17,71.76,178.17,173.7,7.1,2846.1
15/04/2020,115.38,71.11,176.97,171.88,7.02,2783.4
16/04/2020,120.41,71.67,176.25,177.04,7.37,2799.6
17/04/2020,118.75,70.7,179.24,178.6,7.31,2874.6
20/04/2020,119.68,69.23,178.24,175.06,7.18,2823.2
21/04/2020,116.41,67.09,170.8,167.82,6.74,2736.6
22/04/2020,118.17,69.03,182.28,173.52,7.15,2799.3
23/04/2020,119.97,68.76,185.13,171.42,7.1,2797.8
24/04/2020,120.51,70.74,190.07,174.55,7.24,2836.7
27/04/2020,118.8,70.79,187.5,174.05,7.43,2878.5
28/04/2020,115.7,69.64,182.91,169.81,7.28,2863.4
29/04/2020,118.64,71.93,194.19,177.43,7.46,2939.5
30/04/2020,123.7,73.45,204.71,179.21,7.31,2912.4
01/05/2020,114.3,72.27,202.27,174.57,7.07,2830.7
04/05/2020,115.8,73.29,205.26,178.84,7.28,2842.7
05/05/2020,115.89,74.39,207.07,180.76,7.34,2868.4
06/05/2020,117.56,75.16,208.47,182.54,7.44,2848.4
07/05/2020,118.38,75.94,211.26,183.6,7.62,2881.2
08/05/2020,118.98,77.53,212.35,184.68,7.81,2929.8
11/05/2020,120.45,78.75,213.18,186.74,8.07,2930.3
12/05/2020,117.85,77.85,210.1,182.51,7.8,2870.1
13/05/2020,118.4,76.91,205.1,179.75,7.78,2820
14/05/2020,119.44,77.39,206.81,180.53,8.03,2852.5
15/05/2020,120.49,76.93,210.88,183.16,8.49,2863.7
18/05/2020,121.31,78.74,213.19,184.91,8.75,2953.9
19/05/2020,122.47,78.28,216.88,183.63,8.81,2922.9
20/05/2020,124.9,79.81,229.97,185.66,8.97,2971.6
21/05/2020,122.34,79.21,231.39,183.43,8.78,2948.5
22/05/2020,121.84,79.72,234.91,183.51,9.03,2955.4
26/05/2020,121.09,79.18,232.2,181.57,8.72,2991.8
27/05/2020,120.52,79.53,229.14,181.81,8.53,3036.1
28/05/2020,120.06,79.56,225.46,181.4,8.49,3029.7
29/05/2020,122.12,79.48,225.09,183.25,8.88,3044.3
01/06/2020,123.55,80.46,231.91,182.83,8.81,3055.7
02/06/2020,123.62,80.83,232.72,184.91,8.83,3080.8
03/06/2020,123.92,81.28,230.16,185.36,8.77,3122.9
04/06/2020,123.03,80.58,226.29,182.92,8.77,3112.3
05/06/2020,124.15,82.88,230.77,187.2,8.92,3193.9
08/06/2020,126.2,83.36,231.4,188.36,8.8,3232.4
09/06/2020,130.04,86,238.67,189.8,9.05,3207.2
10/06/2020,132.37,88.21,236.73,196.84,9.37,3190.1
11/06/2020,127.9,83.97,224.43,186.27,8.8,3002.1
12/06/2020,127.25,84.7,228.58,187.74,8.93,3041.3
15/06/2020,128.63,85.75,232.5,188.94,9.17,3066.6
16/06/2020,130.76,88.02,235.65,193.57,9.07,3124.7
17/06/2020,132.05,87.9,235.53,194.24,9.24,3113.5
18/06/2020,132.7,87.93,235.94,196.32,9.22,3115.3
19/06/2020,133.75,87.43,238.79,195.15,9.26,3097.7
22/06/2020,135.69,89.72,239.22,200.57,9.53,3117.9
23/06/2020,138.22,91.63,242.24,201.91,9.45,3131.3
24/06/2020,136.72,90.02,234.02,197.84,9.24,3050.3
25/06/2020,137.73,91.21,235.68,200.34,9.49,3083.8
26/06/2020,134.64,88.41,216.08,196.33,9.15,3009.1
29/06/2020,134.02,90.44,220.64,198.44,9.2,3053.2
30/06/2020,137.94,91.2,227.07,203.51,9.5,3100.3
01/07/2020,143.94,91.03,237.55,204.7,9.53,3115.9
02/07/2020,144.51,91.03,233.42,206.26,9.61,3130
06/07/2020,152.85,93.46,240.28,210.7,9.84,3179.7
07/07/2020,150.01,93.17,240.86,208.25,9.87,3145.3
08/07/2020,154.06,95.34,243.58,212.83,10.22,3169.9
09/07/2020,159.13,95.68,244.5,214.32,10.51,3152.1
10/07/2020,160,95.92,245.07,213.67,10.48,3185
13/07/2020,155.2,95.48,239,207.07,10.05,3155.2
14/07/2020,154.2,97.06,239.73,208.35,10.38,3197.5
15/07/2020,150.44,97.72,240.28,208.04,10.23,3226.6
16/07/2020,150,96.52,240.93,203.92,10.13,3215.6
17/07/2020,148.1,96.33,242.03,202.88,10.2,3224.7
20/07/2020,159.84,98.36,245.42,211.6,10.51,3251.8
21/07/2020,156.91,97,241.75,208.75,10.33,3257.3
22/07/2020,155,97.27,239.87,211.75,10.44,3276
23/07/2020,149.33,92.84,232.6,202.54,10.13,3235.7
24/07/2020,150.45,92.61,230.71,201.3,10.19,3215.6
27/07/2020,152.76,94.81,233.5,203.85,10.42,3239.4
28/07/2020,150.02,93.25,230.12,202.02,10.22,3218.4
29/07/2020,151.68,95.04,233.29,204.06,10.47,3258.4
30/07/2020,152.59,96.19,234.5,203.9,10.61,3246.2
31/07/2020,158.23,106.26,253.67,205.01,10.61,3271.1
03/08/2020,155.59,108.94,251.96,216.54,11.01,3294.6
04/08/2020,156.94,109.67,249.83,213.29,11.23,3306.5
05/08/2020,160.25,110.06,249.12,212.94,11.29,3327.8
06/08/2020,161.25,113.9,265.28,216.35,11.34,3349.2
07/08/2020,158.37,111.11,268.44,212.48,11.2,3351.3
10/08/2020,157.41,112.73,263,208.25,11.16,3360.5
11/08/2020,154.03,109.38,256.13,203.38,10.85,3333.7
12/08/2020,158.11,113.01,259.89,209.19,11.44,3380.3
13/08/2020,158.05,115.01,261.3,208.7,11.44,3373.4
14/08/2020,157.4,114.91,261.24,208.9,11.56,3372.8
17/08/2020,159.12,114.61,261.16,210.28,12.34,3382
18/08/2020,165.62,115.56,262.34,211.49,12.26,3389.8
19/08/2020,163.02,115.71,262.59,209.7,12.14,3374.8
20/08/2020,164.87,118.28,269.01,214.58,12.14,3385.5
21/08/2020,164.24,124.37,267.01,213.02,12.68,3397.2
24/08/2020,165.37,125.86,271.39,213.69,12.72,3431.3
25/08/2020,167.32,124.83,280.82,216.47,12.75,3443.6
26/08/2020,172.09,126.52,303.91,221.15,12.77,3478.7
27/08/2020,170,125.01,293.22,226.58,12.63,3484.6
28/08/2020,170.09,124.81,293.66,228.91,13.15,3508
31/08/2020,172.55,129.04,293.2,225.53,13.37,3500.3
01/09/2020,174.96,134.18,295.44,227.27,13.82,3526.7
02/09/2020,176.57,131.4,302.5,231.65,14.35,3580.8
03/09/2020,168.4,120.88,291.12,217.3,13.02,3455.1
04/09/2020,164.73,120.96,282.73,214.25,12.62,3427
08/09/2020,157.49,112.82,271.16,202.66,11.91,3331.8
09/09/2020,163.43,117.32,273.72,211.29,12.71,3399
10/09/2020,158.76,113.49,268.09,205.37,12.31,3339.2
11/09/2020,155.81,112,266.61,204.03,12.16,3341
14/09/2020,155.15,115.36,266.15,205.41,12.87,3383.5
15/09/2020,157.81,115.54,272.42,208.78,12.99,3401.2
16/09/2020,153.91,112.13,263.52,205.05,12.51,3385.5
17/09/2020,150.44,110.34,254.82,202.91,12.46,3357
18/09/2020,147.75,106.84,252.53,200.39,12.19,3319.5
21/09/2020,148.02,110.08,248.15,202.54,12.52,3281.1
22/09/2020,156.45,111.81,254.75,207.42,12.64,3315.6
23/09/2020,149.99,107.12,249.02,200.59,12.12,3236.9
24/09/2020,150.99,108.22,249.53,203.19,12.35,3246.6
25/09/2020,154.76,112.28,254.82,207.82,12.87,3298.5
28/09/2020,158.7,114.96,256.82,209.44,13.04,3351.6
29/09/2020,157.24,114.09,261.79,207.26,13.23,3335.5
30/09/2020,157.44,115.81,261.9,210.33,13.53,3363
01/10/2020,161.06,116.79,266.63,212.46,13.61,3380.8
02/10/2020,156.25,113.02,259.94,206.19,13.06,3348.4
05/10/2020,159.96,116.5,264.65,210.38,13.64,3408.6
06/10/2020,155,113.16,258.66,205.91,13.74,3360.9
07/10/2020,159.78,115.08,258.12,209.83,13.96,3419.4
08/10/2020,159.53,114.97,263.76,210.58,13.84,3446.8
09/10/2020,164.33,116.97,264.45,215.81,13.76,3477.1
12/10/2020,172.15,124.4,275.75,221.4,14.23,3534.2
13/10/2020,172.18,121.1,276.14,222.86,14.25,3511.9
14/10/2020,168.19,121.19,271.82,220.86,14.1,3488.7
15/10/2020,166.93,120.71,266.72,219.66,13.97,3483.3
16/10/2020,163.64,119.02,265.93,219.66,13.81,3483.8
19/10/2020,160.36,115.98,261.4,214.22,13.5,3426.9
20/10/2020,160.85,117.51,267.56,214.65,13.65,3443.1
21/10/2020,159.25,116.87,278.73,214.8,13.52,3435.6
22/10/2020,158.82,115.75,278.12,214.89,13.36,3453.5
23/10/2020,160.22,115.04,284.79,216.23,13.59,3465.4
26/10/2020,160.35,115.05,277.11,210.08,13.14,3401
27/10/2020,164.32,116.6,283.29,213.25,13.4,3390.7
28/10/2020,158.14,111.2,267.67,202.68,12.63,3271
29/10/2020,160.55,115.32,280.83,204.72,13.02,3310.1
30/10/2020,151.81,108.86,263.11,202.47,12.53,3270
02/11/2020,150.22,108.77,261.36,202.33,12.58,3310.2
03/11/2020,152.42,110.44,265.3,206.43,13.02,3369.2
04/11/2020,162.06,114.95,287.38,216.39,13.79,3443.4
05/11/2020,166.1,119.03,294.68,223.29,14.16,3510.4
06/11/2020,165.57,118.69,293.41,223.72,14.56,3509.4
09/11/2020,157.19,116.32,278.77,218.39,13.63,3550.5
10/11/2020,151.75,115.97,272.43,211.01,12.77,3545.5
11/11/2020,156.87,119.49,276.48,216.55,13.42,3572.7
12/11/2020,155.51,119.21,275.08,215.44,13.46,3537
13/11/2020,156.44,119.26,276.95,216.51,13.3,3585.2
16/11/2020,156.55,120.3,278.96,217.23,13.52,3626.9
17/11/2020,156.78,119.39,275,214.46,13.42,3609.5
18/11/2020,155.27,118.03,271.97,211.08,13.43,3567.8
19/11/2020,155.85,118.64,272.94,212.42,13.44,3581.9
20/11/2020,154.97,117.34,269.7,210.39,13.09,3557.5
23/11/2020,154.92,113.85,268.43,210.11,13.14,3577.6
24/11/2020,155.9,115.17,276.92,213.86,12.96,3635.4
25/11/2020,159.25,116.03,275.59,213.87,13.23,3629.7
27/11/2020,159.77,116.59,277.81,215.23,13.26,3638.3
30/11/2020,158.4,119.05,276.97,214.07,13.4,3621.6
01/12/2020,161,122.72,286.55,216.21,13.39,3662.4
02/12/2020,160.18,123.08,287.52,215.37,13.54,3669
03/12/2020,159.34,122.94,281.85,214.24,13.4,3666.7
04/12/2020,158.13,122.25,279.7,214.36,13.56,3699.1
07/12/2020,157.9,123.75,285.58,214.29,13.61,3692
08/12/2020,158.86,124.38,283.4,216.01,13.35,3702.2
